wqmAr00085	factoid	who played forrest gump as a kid?	 Michael Connor Humphreys
wqmAr00086	factoid	who played todd manning on one life to live?	 Blair Cramer
wqmAr00087	factoid	where do the fla marlins play?	 Marlins Park
wqmAr00088	factoid	who played eowyn in the lord of the rings movies?	 Miranda Otto
wqmAr00089	factoid	what films has gerard butler starred in?	 Attila|Beowulf & Grendel|300|Dear Frankie|Butterfly on a Wheel|Gamer|Fast Food|Dracula 2000|Coriolanus
wqmAr00090	factoid	what was liam neeson's character in star wars?	 Qui-Gon Jinn
wqmAr00091	factoid	who plays the voice of lois griffin?	 Alex Borstein
wqmAr00092	factoid	who does josh hutcherson play in the hunger games?	 Peeta Mellark
wqmAr00093	factoid	who plays claire in lost?	 Hayden Panettiere
wqmAr00094	factoid	who does jamie campbell bower play in breaking dawn?	 Anne Elizabeth Roseberry
wqmAr00095	factoid	where is the world series 2012 being played?	 The Gashouse Gang: How Dizzy Dean, Leo Durocher, Branch Rickey, Pepper Martin, and Their Colorful, Come-from-Behind Ball Club Won the World Series - and America's Heart - During the Great Depression
wqmAr00096	factoid	who was the voice of kitt?	 William Daniels
wqmAr00097	factoid	what movies is molly ringwald in?	 Office Killer|The Breakfast Club|Sixteen Candles|Fresh Horses|Strike It Rich|Betsy's Wedding|Pretty in Pink|Spacehunter: Adventures in the Forbidden Zone|The Stand|Tempest
wqmAr00098	factoid	who played lois en superman?	 Dana Delany|Anne Heche|Kate Bosworth|Amy Adams|Margot Kidder
wqmAr00099	factoid	where do the kansas city chiefs play?	 Kansas City
wqmAr00100	factoid	what does starbucks sell?	 Cafe / Coffee Shop|American food|Bakery|Delicatessen|Bagels
wqmAr00101	factoid	who does the voice of lois in family guy?	 Alex Borstein
wqmAr00102	factoid	what are all the movies channing tatum has been in?	 A Guide to Recognizing Your Saints|Battle in Seattle|Stop-Loss|Step Up|Coach Carter|She's the Man|Havoc|Poor Things|Supercross|G.I. Joe: The Rise of Cobra
wqmAr00103	factoid	who played princess leia from star wars?	 Carrie Fisher
wqmAr00104	factoid	who should play harley quinn?	 Arleen Sorkin|Mia Sara|Hynden Walch
wqmAr00105	factoid	what market does starbucks operate in?	 Cafe / Coffee Shop|American food|Bakery|Delicatessen|Bagels
wqmAr00106	factoid	what characters does trey parker voice?	 Eric Cartman|Fosse McDonald|Kenny McCormick|Chef|Butters Stotch|Mr. Garrison|Kyle Broflovski|Stan Marsh
wqmAr00107	factoid	who the voice of lois griffin?	 Alex Borstein
wqmAr00108	factoid	who does christopher walken play in batman returns?	 Max Shreck
wqmAr00109	factoid	who played samuel sullivan in heroes?	 Robert Knepper
wqmAr00110	factoid	what character does mila kunis play on family guy?	 Meg Griffin
wqmAr00111	factoid	who played anakin skywalker in phantom menace?	 Jake Lloyd
wqmAr00112	factoid	who plays the new michael myers?	 Brad Loree
wqmAr00113	factoid	what films did patrick swayze star in?	 City of Joy|Christmas in Wonderland|Father Hood|Along for the Ride|Black Dog|George and the Dragon|Donnie Darko|Dirty Dancing: Havana Nights|Dirty Dancing|11:14
wqmAr00114	factoid	who plays sarah wittle in jumanji?	 Bonnie Hunt
wqmAr00115	factoid	who does paul bettany play in the avengers?	 Edwin Jarvis
wqmAr00116	factoid	what experiments did marie curie conduct?	 Radio-active substances
wqmAr00117	factoid	who did the voice of darth vader in star wars?	 James Earl Jones
wqmAr00118	factoid	who plays the voice of kovu?	 Jason Marsden
wqmAr00119	factoid	where did gareth southgate play?	 England
wqmAr00120	factoid	who plays ray barone?	 Ray Romano, Michael Buble
wqmAr00121	factoid	what movies did robert blake play in?	 Alfalfa's Double|Busting|Captain Spanky's Show Boat|Bubbling Troubles|Dancing Romeo|Dad for a Day|Bridal Suite|All About Hash|Coast to Coast|Auto Antics
wqmAr00122	factoid	who did kat graham play in parent trap?	 Jackie
wqmAr00123	factoid	who plays young lex luthor in smallville?	 Michael Rosenbaum
wqmAr00124	factoid	who makes lois griffin voice?	 Alex Borstein
wqmAr00125	factoid	who played jacob black?	 Taylor Lautner
wqmAr00126	factoid	what movies star adam sandler?	 Funny People|Anger Management|Happy Gilmore|Big Daddy|50 First Dates|Click|Bulletproof|Billy Madison|Eight Crazy Nights|Airheads
wqmAr00127	factoid	who plays jackson gibbs on ncis?	 Ralph H. Waite
wqmAr00128	factoid	who played captain kirk in star trek?	 Jimmy Bennett|Chris Pine|William Shatner
wqmAr00129	factoid	when was the last time the ny giants played in the superbowl?	 Super Bowl XXV
wqmAr00130	factoid	what teams played in the 2010 stanley cup?	 Chicago Blackhawks
wqmAr00131	factoid	who plays mary jane in spiderman 3?	 Kirsten Dunst
wqmAr00132	factoid	who is the voice of lois from family guy?	 Alex Borstein
wqmAr00133	factoid	who is playing jason morgan on general hospital?	 Steve Burton
wqmAr00134	factoid	who nikki reed play in twilight?	 Rosalie Hale
wqmAr00135	factoid	who played mulder in the x files?	 David Duchovny
wqmAr00136	factoid	who was the original voice of meg on family guy?	 Lacey Chabert
wqmAr00137	factoid	what movies has michael clarke duncan been in?	 American Crude|Air Buddies|A Crush on You|Brother Bear|Back in Business|A Night at the Roxbury|Breakfast of Champions|Bulworth|Armageddon|Brother Bear 2
wqmAr00138	factoid	what films has kristen stewart starred in?	 Panic Room|Catch That Kid|In the Land of Women|Fierce People|Into the Wild|The Messengers|Cold Creek Manor|Zathura|The Safety of Objects|Speak
wqmAr00139	factoid	what movies have robert pattinson starred in?	 Eclipse|Twilight|New Moon|The Twilight Saga: Breaking Dawn - Part 1
wqmAr00140	factoid	what movies have adam sandler been in?	 Big Daddy|Dickie Roberts: Former Child Star|Joe Dirt 2|Bedtime Stories|Click|The Benchwarmers|Eight Crazy Nights|The House Bunny|You Don't Mess with the Zohan|I Now Pronounce You Chuck and Larry
wqmAr00141	factoid	who plays paul blart?	 Kevin James
wqmAr00142	factoid	who plays spike in buffy the vampire slayer?	 James Marsters
wqmAr00143	factoid	who voice acts peter griffin?	 Seth MacFarlane
wqmAr00144	factoid	who plays lynette on desperate housewives?	 Felicity Huffman
wqmAr00145	factoid	who played boss hogg dukes of hazzard?	 Sorell Booke
wqmAr00146	factoid	who played kitt in knight rider?	 William Daniels
wqmAr00147	factoid	who played daniel larusso?	 Ralph Macchio, Sr.
wqmAr00148	factoid	what movies did jj abrams direct?	 Star Wars Episode VII|Anatomy of Hope|Star Trek|Star Trek into Darkness|Mission: Impossible III|Super 8
wqmAr00149	factoid	what job did martin luther king jr have?	 Preacher|Writer|Pastor|Peace activist
wqmAr00150	factoid	what characters does seth macfarlane voice?	 Peter Griffin|Mickey McFinnegan|Stewie Griffin|Jake Tucker|Glenn Quagmire|Carter Pewterschmidt|Stan Smith|Tom Tucker|Kevin Swanson|Brian Griffin
wqmAr00151	factoid	who plays lorne on angel?	 Andy Hallett
wqmAr00152	factoid	where do the orioles play spring training?	 Baltimore
wqmAr00153	factoid	what movies are directed by steven spielberg?	 Duel|Close Encounters of the Third Kind|Always|Catch Me If You Can|1941|Amistad|A.I. Artificial Intelligence|E.T. the Extra-Terrestrial|Amblin|Empire of the Sun
wqmAr00154	factoid	what movies does matt damon play in?	 American Teacher|Contagion|Che: Part Two|All the Pretty Horses|Courage Under Fire|Dogma|Behind the Screens|Confessions of a Dangerous Mind|Elysium|Chasing Amy
wqmAr00155	factoid	what movies does alyson stoner play in?	 Cheaper by the Dozen|Garfield: The Movie|Step Up 3D|Alyson Stoner Project|Holly Hobbie and Friends: Christmas Wishes|Step Up|Cheaper by the Dozen 2|Alice Upside Down|Yin Yang Yo! The Movie|Camp Rock
wqmAr00156	factoid	who the voice of jack skellington?	 Danny Elfman|Chris Sarandon
wqmAr00157	factoid	what teams did gretzky play on?	 Edmonton Oilers
wqmAr00158	factoid	who played sean in scrubs?	 Michael Jackson: 30th Anniversary Special
wqmAr00159	factoid	who played andy in toy story 3?	 Andy Warhol
wqmAr00160	factoid	what movies did miley cyrus play in?	 Hannah Montana: The Movie|Super Rhino|Sonic the Hedgehog|LOL: Laughing Out Loud|Big Fish|Sex and the City 2|Bolt|The Last Song|So Undercover|High School Musical 2
wqmAr00161	factoid	what movies did adam sandler play in?	 Big Daddy|Dickie Roberts: Former Child Star|Joe Dirt 2|Bedtime Stories|Click|The Benchwarmers|Eight Crazy Nights|The House Bunny|You Don't Mess with the Zohan|I Now Pronounce You Chuck and Larry
wqmAr00162	factoid	who was the voice of darth vader in episode iii?	 Hayden Christensen
wqmAr00163	factoid	what movie does natalie portman play in?	 Closer|Beautiful Girls|Star Wars Episode III: Revenge of the Sith|Cold Mountain|The Other Boleyn Girl|V for Vendetta|Star Wars Episode II: Attack of the Clones|Anywhere but Here|Garden State|Star Wars Episode I: The Phantom Menace
wqmAr00164	factoid	what movies does zac efron star in?	 17 Again|Charlie St. Cloud|Miracle Run|Me and Orson Welles|Melinda's World|High School Musical|The Derby Stallion|High School Musical 2|High School Musical 3: Senior Year|Hairspray
wqmAr00165	factoid	who plays stella in coronation street?	 Lager
wqmAr00166	factoid	what movies did chris farley do?	 Coneheads|Wayne's World|Black Sheep|Beverly Hills Ninja|Wayne's World 2|Billy Madison|Dirty Work|Almost Heroes|Airheads|Tommy Boy
wqmAr00167	factoid	who plays nana in the royal family?	 Anna Tsuchiya
wqmAr00168	factoid	who plays steffy on bold and the beautiful?	 Jacqueline MacInnes Wood
wqmAr00169	factoid	who played carlton banks?	 Alfonso Ribeiro
wqmAr00170	factoid	who plays jay adams in lords of dogtown?	 Him/Herself
wqmAr00171	factoid	who plays effy in skins uk?	 Kaya Scodelario
wqmAr00172	factoid	where does the atlanta braves play?	 Turner Field
wqmAr00173	factoid	who played danielle rousseau on lost?	 Mira Furlan|Melissa Farman
wqmAr00174	factoid	what part does seth macfarlane play in family guy?	 Peter Griffin|Mickey McFinnegan|Stewie Griffin|Jake Tucker|Glenn Quagmire|Carter Pewterschmidt|Stan Smith|Tom Tucker|Kevin Swanson|Brian Griffin
wqmAr00175	factoid	who did george wendt play on cheers?	 Norm Peterson
wqmAr00176	factoid	who played cruella deville in 102 dalmatians?	 Glenn Close
wqmAr00177	factoid	what division did the baltimore colts play in?	 AFC South
wqmAr00178	factoid	what movie did tom hanks won his first oscar?	 Big
wqmAr00179	factoid	who played bilbo baggins?	 Norman Bird|Martin Freeman|Ian Holm
wqmAr00180	factoid	what did corey haim act in?	 Fast Getaway|Fast Getaway II|Dream a Little Dream 2|Demolition High|Dream a Little Dream|Blown Away|Busted|Demolition University|Fever Lake|Firstborn
wqmAr00181	factoid	who played bernie focker?	 Dustin Hoffman
wqmAr00182	factoid	who was the voice of nemo's dad?	 Albert Brooks
wqmAr00183	factoid	who played michael myers in halloween 4?	 George P. Wilbur
wqmAr00184	factoid	what movies did james franco play in?	 Tristan & Isolde|Pineapple Express|The Great Raid|Annapolis|Whatever It Takes|The Company|An American Crime|Spider-Man|Spider-Man 2|Spider-Man 3
wqmAr00185	factoid	what movies has scarlett johansson played in?	 Girl with a Pearl Earring|Fall|A Good Woman|A Love Song for Bobby Long|Don Jon's Addiction|Eight Legged Freaks|Ghost World|Captain America: The Winter Soldier|An American Rhapsody
wqmAr00186	factoid	where does luke skywalker live in star wars?	 Tatooine
wqmAr00187	factoid	what is john cena doing right now?	 Fast Cars and Superstars: The Gillette Young Guns Celebrity Race|WWE Saturday Night's Main Event|WWE RAW
wqmAr00188	factoid	who played princess leia's mother in star wars?	 Padmé Amidala
wqmAr00189	factoid	who does larry david play in seinfeld?	 Screenwriter
wqmAr00190	factoid	what did shawnee smith star in?	 The Grudge 3|Saw IV|Summer School|Saw II|Saw III|The Island|Saw|The Blob|Who's Harry Crumb?
wqmAr00191	factoid	who played carl fredricksen in up?	 Ed Asner
wqmAr00192	factoid	where did robert pattinson go to acting school?	 The Harrodian School
wqmAr00193	factoid	what movies did quentin tarantino star in?	 Grindhouse|The Cutting Edge: The Magic of Movie Editing|Sukiyaki Western Django|Full Tilt Boogie|Z Channel: A Magnificent Obsession|BaadAsssss Cinema|Desperado|Four Rooms|From Dusk till Dawn|Dead On: The Life and Cinema of George A. Romero
wqmAr00194	factoid	who did alf's voice?	 Paul Fusco
wqmAr00195	factoid	who plays batman in 2012?	 Christian Bale
wqmAr00196	factoid	what movies has renee zellweger been in?	 Bridget Jones's Diary
wqmAr00197	factoid	who plays stewie griffin's voice family guy?	 Seth MacFarlane
wqmAr00198	factoid	what did regina hall play in?	 Scary Movie|First Sunday|Danika|Paid in Full|Disappearing Acts|Malibu's Most Wanted|Scary Movie 4|King's Ransom|Scary Movie 3|Scary Movie 2
wqmAr00199	factoid	who plays jacob black in twilight?	 Taylor Lautner
wqmAr00200	factoid	who plays noah bennet?	 Jack Coleman
wqmAr00201	factoid	where do the chicago cubs play?	 Wrigley Field
wqmAr00202	factoid	who plays young john winchester in supernatural?	 Jeffrey Dean Morgan
wqmAr00203	factoid	who played elle greenaway?	 Lola Glaudini
wqmAr00204	factoid	who was philip randolph?	 Trade unionist|Social activist
wqmAr00205	factoid	who does avril lavigne play in over the hedge?	 Heather
wqmAr00206	factoid	what instrument did louis armstrong like to play?	 trumpet|Cornet
wqmAr00207	factoid	who played heath barkley?	 Lee Majors
wqmAr00208	factoid	who will play clary in city of bones?	 Lonnie Clary
wqmAr00209	factoid	who did stephenie meyer play in twilight?	 The Twilight Saga: Breaking Dawn - Part 1
wqmAr00210	factoid	who played giles on buffy the vampire slayer?	 Anthony Stewart Head
wqmAr00211	factoid	who played betty rizzo in grease?	 Stockard Channing
wqmAr00212	factoid	who played wesley crusher on star trek the next generation?	 Wil Wheaton
wqmAr00213	factoid	what years did the orioles play in the world series?	 1983 World Series|1966 World Series|1970 World Series
wqmAr00214	factoid	who did julie andrews play in shrek?	 Queen Lillian
wqmAr00215	factoid	what characters does seth macfarlane play in family guy?	 Peter Griffin|Mickey McFinnegan|Stewie Griffin|Jake Tucker|Glenn Quagmire|Carter Pewterschmidt|Stan Smith|Tom Tucker|Kevin Swanson|Brian Griffin
wqmAr00216	factoid	what instruments does katy perry play?	 Vocals
wqmAr00217	factoid	who played mickey on days of our lives?	 Wayne Allwine
wqmAr00218	factoid	what movies does nicole kidman star in?	 Billy Bathgate|Bewitched|Birthday Girl|Cold Mountain|Days of Thunder|Dead Calm|Birth|BMX Bandits|Batman Forever|Dogville
wqmAr00219	factoid	who played obi wan kenobi in phantom menace?	 Ewan McGregor
wqmAr00220	factoid	what movies has scarlett johansson in?	 Girl with a Pearl Earring|Fall|A Good Woman|A Love Song for Bobby Long|Don Jon's Addiction|Eight Legged Freaks|Ghost World|Captain America: The Winter Soldier|An American Rhapsody
wqmAr00221	factoid	what movies does ryan gosling star in?	 The United States of Leland|Half Nelson|The Slaughter Rule|Stay|Lars and the Real Girl|The Believer|Fracture|Murder by Numbers|The Notebook|All Good Things
wqmAr00222	factoid	who does paul wesley play in 24?	 Stephen
wqmAr00223	factoid	who stars in the movie fred claus?	 Vince Vaughn|Kathy Bates|John Michael Higgins|Kevin Spacey|Ludacris|Elizabeth Banks|Rachel Weisz|Miranda Richardson|Jeffrey Dean Morgan|Paul Giamatti
wqmAr00224	factoid	who played young sam winchester?	 Colin Ford
wqmAr00225	factoid	who played darth vader in the original star wars movies?	 David Prowse
wqmAr00226	factoid	what films did liam neeson star in?	 Excalibur|Kingdom of Heaven|Batman Begins|Gangs of New York|Nailed|K-19: The Widowmaker|Pilgrim's Progress|Husbands and Wives|Darkman
wqmAr00227	factoid	what made angela davis famous?	 Political activist
wqmAr00228	factoid	who is playing bilbo in the hobbit movie?	 Norman Bird|Martin Freeman|Ian Holm
wqmAr00229	factoid	who is the actor that plays rico in hannah montana?	 Moisés Arias
wqmAr00230	factoid	who does jodelle ferland play in eclipse?	 Bree Tanner
wqmAr00231	factoid	what films have taylor lautner starred in?	 New Moon|He's a Bully, Charlie Brown|Eclipse|Cheaper by the Dozen 2|Incarceron|The Adventures of Sharkboy and Lavagirl|Dear Eleanor|Abduction|Shadow Fury|Field of Dreams 2: Lockout
wqmAr00232	factoid	who played elaine on doc martin?	 Lucy Punch
wqmAr00233	factoid	which jane austen books are movies?	 Pride and Prejudice
wqmAr00234	factoid	who plays dante falconeri?	 Dominic Zamprogna
wqmAr00235	factoid	who the voice of peter griffin?	 Seth MacFarlane
wqmAr00236	factoid	what movies has halle berry starred in?	 Jungle Fever|Catwoman|Gothika|Executive Decision|Robots|Introducing Dorothy Dandridge|B*A*P*S|Bulworth|Race the Sun|Monster's Ball
wqmAr00237	factoid	who plays jacob black in the twilight movies?	 Taylor Lautner
wqmAr00238	factoid	who does zach galifianakis play in the hangover?	 Alan Garner
wqmAr00239	factoid	who plays lois in family guy?	 Alex Borstein
wqmAr00240	factoid	who did michael jackson play in the wiz?	 Scarecrow
wqmAr00241	factoid	who played hannah montana best friend?	 Emily Osment
wqmAr00242	factoid	what is the actual current local time now in uk?	 Greenwich Mean Time|UTC±00:00
wqmAr00243	factoid	what instrument does ringo starr play?	 Drums
wqmAr00244	factoid	who played bob ewell in to kill a mockingbird?	 James Anderson
wqmAr00245	factoid	who plays walter in fringe?	 John Noble
wqmAr00246	factoid	who plays moira on the l word?	 Rose Byrne
wqmAr00247	factoid	who is the voice of family guys meg griffin?	 Mila Kunis
wqmAr00248	factoid	who does jemaine clement play in despicable me?	 Jerry the Minion
wqmAr00249	factoid	where do the broncos play?	 Sports Authority Field at Mile High
wqmAr00250	factoid	what has lucy hale played in?	 A Cinderella Story: Once Upon A Song|10 Years|Sorority Wars|The Sisterhood of the Traveling Pants 2|Scream 4|Fear Island|Tinker Bell: Secret of the Wings|Killer in the Family
wqmAr00251	factoid	who plays alan parrish in jumanji?	 Robin Williams
wqmAr00252	factoid	who plays miley cyrus brother?	 Guitarist
wqmAr00253	factoid	who played as barney?	 David Joyner
wqmAr00254	factoid	who played elaine's boyfriend on seinfeld?	 Jerry Seinfeld
wqmAr00255	factoid	where did the arizona diamondbacks play?	 Chase Field
wqmAr00256	factoid	who plays claudia joy on army wives?	 Kim Delaney
wqmAr00257	factoid	what movies has taylor momsen been in?	 Underdog|Paranoid Park|Spy Kids 2: Island of Lost Dreams|How the Grinch Stole Christmas!|We Were Soldiers|Hansel and Gretel|Spy School|Saving Shiloh|10 Years
wqmAr00258	factoid	what movies has chris colfer been in?	 8|Russel Fish: The Sausage and Eggs Incident|Glee Encore|Struck by Lightning|Glee: The 3D Concert Movie
wqmAr00259	factoid	what movies does tupac act in?	 Murder Was the Case|Above the Rim|Bullet|Gang Related|Watch Juice|Tupac: Live at the House of Blues|Nothing but Trouble|Juice|Poetic Justice|Gridlock'd
wqmAr00260	factoid	who plays karen jackson on shameless?	 Rebecca Atkinson
wqmAr00261	factoid	what movies did matt bomer play in?	 Magic Mike|Flightplan|Winter's Tale|In Time|8|The Normal Heart|The Texas Chainsaw Massacre: The Beginning
wqmAr00262	factoid	who played lex luthor in the original superman?	 Gene Hackman
wqmAr00263	factoid	what does kat dennings star in?	 The Scream Team|The Answer Man|Raise Your Voice|Charlie Bartlett|Shorts|The 40-Year-Old Virgin|Down in the Valley|Nick and Norah's Infinite Playlist|The House Bunny|Big Momma's House 2
